id,text
dummy,"b'@JuliBMe @OwenBenjamin Thank you, One of my favorite also,\xf0\x9f\x98\x81 it was a dolphin sailboat  tour in Destin Fl.'"
dummy,b'https://t.co/ZOPPgfBXJ7'
dummy,"b""@JuliBMe @OwenBenjamin Thank you, me and my wife work hard getting those, I'm glad someone else gets to see them."""
dummy,"b'@JuliBMe @OwenBenjamin You are so kind, https://t.co/siVFC08W0Y'"
dummy,"b'@JuliBMe @OwenBenjamin Perhaps, I think my photography is way better, but I do get way more joy from drawing'"
dummy,"b""@JuliBMe @OwenBenjamin Ah, it's like riding a bike\xf0\x9f\x98\x8a"""
dummy,"b'@PatrickJDimmick @OwenBenjamin O yea man,those lil names run deep down here, no insult taken, 6 years Air Force toughened my hide. \xf0\x9f\xa4\xa3'"
dummy,"b'@JuliBMe @OwenBenjamin Hey thanks Juli, I wish I had the time, me and the wife do photography together too though.'"
dummy,b'@PatrickJDimmick @OwenBenjamin A redneck from the backwoods of Alabama'
dummy,"b'@sarahcofo @OwenBenjamin Hey thanks Sarah\xf0\x9f\x90\xbb it means a ton, me and my wife also do photography.\xe2\x80\xa6 https://t.co/0HENONjnZd'"
dummy,"b""@OwenBenjamin here's one for ya bud, been a few years since I have drawn but I think you are worth my time https://t.co/HfNxeahODK"""
dummy,"b'@OwenBenjamin So what we look great and meme great, hater killernatoDave'"
dummy,"b'@OwenBenjamin Your scripture memory sucks give that a try lol,  but for real,  how comedy shapes society'"
dummy,"b'RT @prageru: In honor of #NationalTakeAHikeDay, we acknowledge the one year anniversary of a whole nation requesting @HillaryClinton\ntake a\xe2\x80\xa6'"
dummy,"b""@prageru @Starbucks Hey, ah, who fucking cares, let um put it on it, honestly it a cup of coffee. I don't marvel at\xe2\x80\xa6 https://t.co/pqx8DFqcgx"""
dummy,b'@TaylorLBritton @OwenBenjamin Can I get bearified now? https://t.co/OxlDg5J4TD'
dummy,b'@OwenBenjamin Mothafuckin owen!'
dummy,"b'@OwenBenjamin But where will we poop? The woods, river?, or street?'"
dummy,"b""@OwenBenjamin @NotGayJared @crowder No explaining necessary, we've all be on the backside of @NotGayJared"""
dummy,b'@rhythmbw @prageru @johndanielpray Oh they grab the low hanging fruit alright'
dummy,b'@OwenBenjamin He didnt sodomized he just used them as humidors .'
dummy,b'@OwenBenjamin Does a polar bear have polar privilege or bear privilege'
dummy,"b'@OwenBenjamin Love ya buddy, you helped my marriage by helping me understand mama bear, from my family to yours, Go\xe2\x80\xa6 https://t.co/vY93QgblBy'"
dummy,b'@OwenBenjamin @OwenBenjamin also observe the illustration of the octopus in the rainbow fish. It repersents communi\xe2\x80\xa6 https://t.co/fANVHrYm2u'
dummy,b'@OwenBenjamin also observe the illustration of the octopus in the rainbow fish. It repersents communism with Dark o\xe2\x80\xa6 https://t.co/s6nTlcGqXq'
dummy,"b'@jordanbpeterson Does this mean I can finally have a large cock, or that I can be transracial?'"
dummy,b'@OwenBenjamin No masturbation without observation.'
dummy,"b'@OwenBenjamin hey owen, what do you think about, if man is the city builders the woman is the community maker'"
dummy,b'@OwenBenjamin does a African with albinism have white privilege?'
